242611,2,MissedShots,0.9359999847412109,0.534000015258789,0.1072189137339592,Ari,h,2930,OpenPlay,2018,Head,9071,FC Krasnodar,Ural,2,0,2018-12-02 11:00:00,Wanderson,Chipped
242612,4,SavedShot,0.8059999847412109,0.7069999694824218,0.021672379225492477,Cristian Ramírez,h,5477,OpenPlay,2018,LeftFoot,9071,FC Krasnodar,Ural,2,0,2018-12-02 11:00:00,,None
